[22518.970207] foreground_evict = 0
[22518.970210] background_evict = 0
[22518.970211] foreground_refault = 0
[22518.970213] background_refault = 0
[22518.970214] foreground_fault = 0
[22518.970215] background_fault = 0
[22524.176023] google_charger: usbchg=USB typec=C usbv=4884 usbc=488 usbMv=5000 usbMc=500
[22524.176126] sm8150_bms: MSC_PCS chg_state=1f4113004010009 [0x9:4:1:4400:500] chg=u
[22524.176142] google_battery: MSC_DIN chg_state=1f4113004010009 f=0x9 chg_s=Charging chg_t=Taper vchg=4400 icl=500
[22524.180239] google_battery: MSC_LAST vbatt=4392031 ibatt=-128750 fv_uv=4400000
[22524.180266] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.180281] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.180342] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[22524.365045] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.373878] healthd: battery l=100 v=4380 t=31.1 h=2 st=5 c=7 fc=2878000 cc=7 chg=u
[22524.374126] google_charger: usbchg=USB typec=C usbv=4869 usbc=487 usbMv=5000 usbMc=500
[22524.374243] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.374260] google_battery: MSC_DIN chg_state=1f4112403010015 f=0x15 chg_s=Charging chg_t=Fast vchg=4388 icl=500
[22524.377470] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4380937 ibatt=7187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[22524.377551] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.377556] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.377588] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[23636.787559] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f2f000
[23636.787567] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f30000
[23636.787575] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f31000
[23636.787583] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e524000
[23636.787596] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e535000
[23636.787607] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80440000
[23636.787653] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e805d4000
[23636.787665] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7ab92000
[23636.787678] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7abc3000
[23636.787693] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e706bd000
[23636.787705] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80528000
[23636.787721] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e706cc000
[23636.787866] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70698000
[23636.787875] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7085d000
[23636.787919] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f32000
[23636.787934] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28bb1000
[23636.787946] swapout tgid 15666 pid 15666 name "stagram.android" vma 70cd8000
[23636.787988] swapout tgid 15666 pid 15666 name "stagram.android" vma 70cd9000
[23636.788003] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f3b000
[23636.788013] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f59000
[23636.788025] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28bae000
[23636.788038] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe34c000
[23636.788048] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6677d000
[23636.788065] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66ee4000
[23636.788082] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f5a000
[23636.788092] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f5b000
[23636.788117] swapout tgid 4053 pid 4053 name "am.android:mqtt" vma 7fbe582000
[23636.788134] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fbc000
[23636.788148] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f35094000
[23636.788152] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f352bf000
[23636.788169] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f352c1000
[23636.788188] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f352c3000
[23636.788206] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe265000
[23636.788222] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e671f6000
[23636.788239] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e671f4000
[23636.788252] swapout tgid 15666 pid 15666 name "stagram.android" vma 703e4000
[23636.788266] swapout tgid 15666 pid 15666 name "stagram.android" vma 7061a000
[23636.788283] swapout tgid 15666 pid 15666 name "stagram.android" vma 70625000
[23636.788297] swapout tgid 15666 pid 15666 name "stagram.android" vma 70628000
[23636.788589] swapout tgid 15666 pid 15666 name "stagram.android" vma 7062c000
[23636.788606] swapout tgid 15666 pid 15666 name "stagram.android" vma 70705000
[23636.788637] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe266000
[23636.788650] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e671f5000
[23636.788665] swapout tgid 15666 pid 15666 name "stagram.android" vma 707d9000
[23636.788681] swapout tgid 15666 pid 15666 name "stagram.android" vma 70811000
[23636.788697] swapout tgid 15666 pid 15666 name "stagram.android" vma 70812000
[23636.788729] swapout tgid 15666 pid 15666 name "stagram.android" vma 70820000
[23636.788743] swapout tgid 15666 pid 15666 name "stagram.android" vma 70880000
[23636.788757] swapout tgid 15666 pid 15666 name "stagram.android" vma 708ab000
[23636.788772] swapout tgid 15666 pid 15666 name "stagram.android" vma 72478000
[23636.788783] swapout tgid 15666 pid 15666 name "stagram.android" vma 72490000
[23636.788798] swapout tgid 15666 pid 15666 name "stagram.android" vma 724d2000
[23636.788815] swapout tgid 15666 pid 15666 name "stagram.android" vma 724e8000
[23636.788824] swapout tgid 15666 pid 15666 name "stagram.android" vma 724fd000
[23636.788837] swapout tgid 15666 pid 15666 name "stagram.android" vma 72500000
[23636.788850] swapout tgid 15666 pid 15666 name "stagram.android" vma 72505000
[23636.788867] swapout tgid 15666 pid 15666 name "stagram.android" vma 72534000
[23636.788878] swapout tgid 15666 pid 15666 name "stagram.android" vma 72536000
[23636.788890] swapout tgid 15666 pid 15666 name "stagram.android" vma 72537000
[23636.788901] swapout tgid 15666 pid 15666 name "stagram.android" vma 72538000
[23636.788911] swapout tgid 15666 pid 15666 name "stagram.android" vma 7253a000
[23636.788922] swapout tgid 15666 pid 15666 name "stagram.android" vma 7253e000
[23636.788931] swapout tgid 15666 pid 15666 name "stagram.android" vma 72545000
[23636.788940] swapout tgid 15666 pid 15666 name "stagram.android" vma 72549000
[23636.788948] swapout tgid 15666 pid 15666 name "stagram.android" vma 7254b000
[23636.788957] swapout tgid 15666 pid 15666 name "stagram.android" vma 72552000
[23636.788964] swapout tgid 15666 pid 15666 name "stagram.android" vma 7255b000
[23636.788972] swapout tgid 15666 pid 15666 name "stagram.android" vma 72562000
[23636.788979] swapout tgid 15666 pid 15666 name "stagram.android" vma 7256e000
[23636.788995] swapout tgid 15666 pid 15666 name "stagram.android" vma 7259a000
[23636.789012] swapout tgid 15666 pid 15666 name "stagram.android" vma 725a3000
[23636.789222] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e9f1000
[23636.789232] swapout tgid 15666 pid 15666 name "stagram.android" vma 9ea1c000
[23636.789235] swapout tgid 15666 pid 15666 name "stagram.android" vma 9ea29000
[23636.789245] swapout tgid 15666 pid 15666 name "stagram.android" vma 7669f000
[23636.789256] swapout tgid 15666 pid 15666 name "stagram.android" vma 9ea47000
[23636.789270] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6a7000
[23636.789288] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6a9000
[23636.789302] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6ac000
[23636.789318] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6ae000
[23636.789336] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f5c000
[23636.789345] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f5d000
[23636.789353] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fdf4000
[23636.789368] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f8e000
[23636.789384] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28bb3000
[23636.789397] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fc2000
[23636.789419] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28ba7000
[23636.789430] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fdf5000
[23636.789441] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fdf6000
[23636.789452] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fe59000
[23636.789462] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fe5a000
[23636.789471] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fe8e000
[23636.789479] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fe8f000
[23636.789489] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6ffa4000
[23636.789519] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e86e000
[23636.789547] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e84b000
[23636.789559] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e8b3000
[23636.789569] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e8ac000
[23636.789879] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e94102000
[23636.789886] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e940ff000
[23636.789898] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f232e4000
[23636.789992] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6b4000
[23636.790006] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6bb000
[23636.790024] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e6d5000
[23636.790037] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e698000
[23636.790065] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e5f8000
[23636.790083] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66774000
[23636.790094] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66794000
[23636.790110] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66e1f000
[23636.790124] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f3137a000
[23636.790128] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f31378000
[23636.790133] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f311fd000
[23636.790139] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28e8b000
[23636.790155] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eca9f9000
[23636.790171] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f30a86000
[23636.790176] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f30938000
[23636.790182] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f30845000
[23636.790187] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf6cd000
[23636.790206] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2ee37000
[23636.790210] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28fec000
[23636.790214] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2ee35000
[23636.790565] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7324b000
[23636.790601] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe24a000
[23636.790615] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4570000
[23636.790632] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f23249000
[23636.790637] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f212b7000
[23636.790642] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7e4f2000
[23636.790659] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fb9e000
[23636.790674] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e804f2000
[23636.790690] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ec78f0000
[23636.790706] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2901d000
[23636.790712] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e5003c000
[23636.790728] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebb4bb000
[23636.790896] swapout tgid 15666 pid 15666 name "stagram.android" vma 7265c000
[23636.790907] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e637000
[23636.790975] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28bb0000
[23636.790988] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e4d4000
[23636.791004] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e864000
[23636.791290] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e865000
[23636.791296] swapout tgid 15666 pid 15666 name "stagram.android" vma 70602000
[23636.791327] swapout tgid 15666 pid 15666 name "stagram.android" vma 7649f000
[23636.791354] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e609000
[23636.791369] swapout tgid 15666 pid 15666 name "stagram.android" vma 70e66000
[23636.791383] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e60d000
[23636.791445] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7f5fa000
[23636.791459] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7f5fc000
[23636.791464] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf6ce000
[23636.791469] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf6cb000
[23636.791486] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf6cc000
[23636.791505] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dc01000
[23636.791518] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dc02000
[23636.791535] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf6ca000
[23636.791552] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7f5f8000
[23636.791589] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea451e000
[23636.791601] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dd92000
[23636.791620] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e771fe000
[23636.791633] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea451f000
[23636.791643] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7069b000
[23636.791656] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fffff4000
[23636.791663] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7f5f7000
[23636.791676] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44db1000
[23636.791685] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70762000
[23636.791695] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70763000
[23636.791702] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7086e000
[23636.791709] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e8036c000
[23636.791932] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e8036e000
[23636.791940] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e8036f000
[23636.791949] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80370000
[23636.791956] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80371000
[23636.791959] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80372000
[23636.791963] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80373000
[23636.791966] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80374000
[23636.791970] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2d62a000
[23636.791979] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2d629000
[23636.791994] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e4df000
[23636.792084] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e498000
[23636.792092] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e499000
[23636.792100] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e49a000
[23636.792106] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e49b000
[23636.792112] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e4e49c000
[23636.792120] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f8f000
[23636.792130] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f91000
[23636.792138] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6ffa5000
[23636.792148] swapout tgid 15666 pid 15666 name "stagram.android" vma 77647000
[23636.792155] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f92000
[23636.792164] swapout tgid 15666 pid 15666 name "stagram.android" vma 71004000
[23636.792195] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e5076b000
[23636.792206] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e5076c000
[23636.792217] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e871000
[23636.792225] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaed35000
[23636.792475] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77205000
[23636.792484] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77206000
[23636.792494] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe18d000
[23636.792511] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77208000
[23636.792526] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77209000
[23636.792539] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fbd000
[23636.792551] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fbe000
[23636.792565] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fbf000
[23636.792574] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fc0000
[23636.792585] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66fec000
[23636.792592] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66ff1000
[23636.792597] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66ff2000
[23636.792602] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66ff3000
[23636.792625] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dd1f000
[23636.792653] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6703a000
[23636.792660] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6703b000
[23636.792681] swapout tgid 15666 pid 15666 name "stagram.android" vma 70c35000
[23636.792702] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f28bac000
[23636.792749] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6ffa6000
[23636.792774] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6703c000
[23636.792818] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eae54f000
[23636.792830] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eae5e1000
[23636.793206] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e66f000
[23636.793356] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e94100000
[23636.793368] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e95cdf000
[23636.793741] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e60a000
[23636.794011] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e95def000
[23636.794022] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80443000
[23636.794037] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80523000
[23636.794049] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7e4f3000
[23636.794054] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea43e2000
[23636.794062] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7e4f1000
[23636.794331] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6703d000
[23636.794390] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd24000
[23636.794397] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd25000
[23636.794403] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd27000
[23636.794413] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd28000
[23636.794419] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dbed000
[23636.794428] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dbee000
[23636.794436] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e772f7000
[23636.794448] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaeab5000
[23636.794458] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaeab6000
[23636.794470] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaed2e000
[23636.794476] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fc8f000
[23636.794484] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fcfa000
[23636.794495] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70017000
[23636.794501] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70018000
[23636.794505] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70019000
[23636.794510] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70093000
[23636.794522] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70094000
[23636.794527] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70118000
[23636.794534] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70119000
[23636.794544] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e80442000
[23636.794558] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70423000
[23636.794572] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea468a000
[23636.794585] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6703e000
[23636.794592] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaeab8000
[23636.794606] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77047000
[23636.794618] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70097000
[23636.794628] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4427000
[23636.794873] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe168000
[23636.795024] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f28000
[23636.795039] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f29000
[23636.795051] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f2a000
[23636.795062] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f2b000
[23636.795073] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f2c000
[23636.795088] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e77347000
[23636.795192] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7f9be000
[23636.795197] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd12000
[23636.795421] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea45bb000
[23636.795520] swapout tgid 15666 pid 15666 name "stagram.android" vma 7fbe28a000
[23636.795679] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66d9b000
[23636.795686] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66d9c000
[23636.795692] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7000d000
[23636.795704] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4566000
[23636.795823] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6709f000
[23636.795838] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66db8000
[23636.795853] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66db9000
[23636.795862] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66dba000
[23636.795871] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66dbb000
[23636.795883] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7000e000
[23636.795931] swapout tgid 15666 pid 15666 name "stagram.android" vma 72632000
[23636.795939] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e670a0000
[23636.795951] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e670a1000
[23636.795965] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7000f000
[23636.795984] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2d6ca000
[23636.795994] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2e919000
[23636.796012] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2d6c9000
[23636.796024] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd16000
[23636.796033] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e671a4000
[23636.796050] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7d162000
[23636.796063] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e95e92000
[23636.796079] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eae516000
[23636.796096] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e670a2000
[23636.796106] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4428000
[23636.796114] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4429000
[23636.796121] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2db5f000
[23636.796132] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e670d3000
[23636.796148] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea442a000
[23636.796156] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea46b1000
[23636.796325] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e8059a000
[23636.796343] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66659000
[23636.796361] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e70567000
[23636.796393] swapout tgid 15666 pid 15666 name "stagram.android" vma 9e647000
[23636.796408] swapout tgid 15666 pid 15666 name "stagram.android" vma 76801000
[23636.796413] swapout tgid 15666 pid 15666 name "stagram.android" vma 76815000
[23636.796418] swapout tgid 15666 pid 15666 name "stagram.android" vma 76847000
[23636.796424] swapout tgid 15666 pid 15666 name "stagram.android" vma 7680b000
[23636.796428] swapout tgid 15666 pid 15666 name "stagram.android" vma 7681f000
[23636.796434] swapout tgid 15666 pid 15666 name "stagram.android" vma 76833000
[23636.796440] swapout tgid 15666 pid 15666 name "stagram.android" vma 7683d000
[23636.796444] swapout tgid 15666 pid 15666 name "stagram.android" vma 76829000
[23636.796450] swapout tgid 15666 pid 15666 name "stagram.android" vma 7685b000
[23636.796454] swapout tgid 15666 pid 15666 name "stagram.android" vma 767ed000
[23636.796751] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd96000
[23636.796769] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7a8ae000
[23636.930608] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7e704c5000
[23636.938751] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7eaed84000
[23636.938820] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7e668b3000
[23636.938870] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7e50ae0000
[23636.951031] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7f2d68d000
[23636.952946] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7f2d68e000
[23636.953877] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7f2d733000
[23636.964897] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7f2dcf3000
[23636.976968] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7f28b38000
[23636.979395] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7e48023000
