tgid 7708  "adbd"  7fbcdc1000 0
tgid 1670  "ndroid.systemui"  7ed1160000 0
tgid 1670  "ndroid.systemui"  7eaaf30000 0
tgid 1670  "ndroid.systemui"  7eaad32000 0
tgid 1670  "ndroid.systemui"  12d2e000 0
tgid 1670  "ndroid.systemui"  7eaec97000 0
tgid 1670  "ndroid.systemui"  7eaec12000 0
tgid 1670  "ndroid.systemui"  7eaec13000 0
tgid 1670  "ndroid.systemui"  7eb509b000 0
tgid 1670  "RenderThread"  7eb53c4000 0
tgid 1670  "RenderThread"  7eaaf2b000 0
tgid 1670  "RenderThread"  7eb507a000 0
tgid 1670  "RenderThread"  7f3985b000 0
tgid 1670  "ndroid.systemui"  9d395000 0
tgid 1670  "ndroid.systemui"  13dce000 0
tgid 1670  "ndroid.systemui"  9d3dd000 0
tgid 1670  "ndroid.systemui"  7eaadae000 0
tgid 1670  "ndroid.systemui"  7eb53f0000 0
tgid 1670  "ndroid.systemui"  9d3dc000 0
tgid 1670  "ndroid.systemui"  7eaea8f000 0
tgid 1670  "ndroid.systemui"  7eaead7000 0
tgid 1670  "ndroid.systemui"  7eaead8000 0
tgid 1670  "ndroid.systemui"  13ddc000 0
tgid 1670  "ndroid.systemui"  7eae77e000 0
tgid 1670  "ndroid.systemui"  7eae77f000 0
tgid 1670  "ndroid.systemui"  9d5c1000 0
tgid 1670  "ndroid.systemui"  7eca48a000 0
tgid 1670  "ndroid.systemui"  7eb52fa000 0
tgid 1670  "ndroid.systemui"  7eb53f6000 0
tgid 1670  "ndroid.systemui"  7eaec3b000 0
tgid 1670  "ndroid.systemui"  7eb55fe000 0
tgid 1670  "ndroid.systemui"  7eaeb2f000 0
tgid 1670  "ndroid.systemui"  7eaeafe000 0
tgid 1670  "ndroid.systemui"  7eae781000 0
tgid 1670  "ndroid.systemui"  7eb5430000 0
tgid 1670  "ndroid.systemui"  7eb52fb000 0
tgid 1670  "ndroid.systemui"  7eb52fc000 0
tgid 1670  "ndroid.systemui"  7eaaf31000 0
tgid 1670  "ndroid.systemui"  7eaaf32000 0
tgid 1670  "ndroid.systemui"  7eb5415000 0
tgid 1670  "ndroid.systemui"  7eb53b3000 0
tgid 1670  "ndroid.systemui"  7eaeb00000 0
tgid 1670  "ndroid.systemui"  7eae780000 0
tgid 1670  "ndroid.systemui"  7eb5293000 0
tgid 1670  "ndroid.systemui"  7eb52fd000 0
tgid 1670  "ndroid.systemui"  7eb52fe000 0
tgid 1670  "ndroid.systemui"  7eca4df000 0
tgid 1670  "RenderThread"  7fbe1cb000 0
tgid 602  "Binder:602_5"  7fba6f4000 0
tgid 602  "Binder:602_5"  7fba6f5000 0
tgid 1670  "RenderThread"  7ec4a72000 0
tgid 1670  "RenderThread"  7ec4cc1000 0
tgid 1670  "RenderThread"  7eb5229000 0
tgid 1670  "RenderThread"  7ec4c92000 0
tgid 1670  "RenderThread"  7ec4ca7000 0
tgid 1670  "RenderThread"  7ec4b91000 0
tgid 1670  "RenderThread"  7ec4ca9000 0
tgid 1670  "RenderThread"  7eca190000 0
tgid 1670  "RenderThread"  7ec4b97000 0
tgid 1670  "RenderThread"  7eca1af000 0
tgid 1670  "RenderThread"  7ec4b98000 0
tgid 1670  "RenderThread"  7eca29f000 0
tgid 1670  "RenderThread"  7ec4ccb000 0
tgid 1670  "RenderThread"  7ec4b8a000 0
tgid 1670  "RenderThread"  7ed1322000 0
tgid 1670  "RenderThread"  7eb5533000 0
tgid 1670  "RenderThread"  7eaecd6000 0
tgid 1670  "RenderThread"  7eaecc4000 0
tgid 1670  "RenderThread"  7eaebe7000 0
tgid 1670  "RenderThread"  7eaebe8000 0
tgid 1670  "RenderThread"  7eaecd5000 0
tgid 1670  "RenderThread"  7eb52ff000 0
tgid 1670  "RenderThread"  7eaaa5a000 0
tgid 1670  "RenderThread"  7eaecd2000 0
tgid 1670  "RenderThread"  7eaeccb000 0
tgid 1670  "RenderThread"  7eaeccf000 0
tgid 1670  "RenderThread"  7eca1e7000 0
tgid 1670  "RenderThread"  7ed123d000 0
tgid 1670  "RenderThread"  7ed1279000 0
tgid 1670  "RenderThread"  7eca2bd000 0
tgid 1670  "RenderThread"  7eb536d000 0
tgid 1670  "RenderThread"  7eca2be000 0
tgid 1670  "RenderThread"  7ed127a000 0
tgid 1670  "RenderThread"  7ec4a00000 0
tgid 1670  "RenderThread"  7eaeaff000 0
tgid 1670  "RenderThread"  7eb537b000 0
tgid 1670  "RenderThread"  7ec4a06000 0
tgid 1670  "RenderThread"  7ec4a12000 0
tgid 1670  "RenderThread"  7eb5294000 0
tgid 1670  "RenderThread"  7ed12ac000 0
tgid 1670  "RenderThread"  7eaeca0000 0
tgid 1670  "RenderThread"  7eaecc5000 0
tgid 1670  "RenderThread"  7eb5187000 0
tgid 1670  "RenderThread"  7eaecc6000 0
tgid 1670  "RenderThread"  7eca489000 0
tgid 1670  "RenderThread"  7eaecc8000 0
tgid 1670  "RenderThread"  7eaecc9000 0
tgid 1670  "RenderThread"  7eaecca000 0
tgid 1670  "RenderThread"  7eaeccc000 0
tgid 1670  "RenderThread"  7eaecd0000 0
tgid 1670  "RenderThread"  7f39839000 0
tgid 1670  "RenderThread"  7eaecd1000 0
tgid 1670  "RenderThread"  7eaecd3000 0
tgid 1670  "RenderThread"  7eca221000 0
tgid 1670  "RenderThread"  7eca286000 0
tgid 1670  "RenderThread"  7eaaa63000 0
tgid 1670  "RenderThread"  7eaaa61000 0
tgid 1670  "RenderThread"  7eb50b7000 0
tgid 1670  "RenderThread"  7eaeae0000 0
tgid 1670  "RenderThread"  7eaac71000 0
tgid 1670  "RenderThread"  7eaecff000 0
tgid 1670  "RenderThread"  7eaac72000 0
tgid 1670  "RenderThread"  7eaaa5b000 0
tgid 1670  "RenderThread"  7eaaa64000 0
tgid 1670  "RenderThread"  7eb50b6000 0
tgid 1670  "RenderThread"  7eaaa5c000 0
tgid 1670  "RenderThread"  7eaaa50000 0
tgid 1670  "RenderThread"  7eaadca000 0
tgid 1670  "RenderThread"  7eaaeaa000 0
tgid 602  "Binder:602_5"  7faa694000 0
tgid 602  "Binder:602_5"  7fb75c5000 0
tgid 602  "Binder:602_5"  7fbe1ac000 0
tgid 602  "Binder:602_5"  7fb75d2000 0
tgid 1670  "ndroid.systemui"  1360e000 0
tgid 1670  "ndroid.systemui"  7114f000 0
tgid 1670  "ndroid.systemui"  71379000 0
tgid 1670  "ndroid.systemui"  714d0000 0
tgid 1670  "ndroid.systemui"  7eca202000 0
tgid 1670  "ndroid.systemui"  7eb50be000 0
tgid 1670  "ndroid.systemui"  9d491000 0
tgid 1670  "ndroid.systemui"  9d619000 0
tgid 1670  "ndroid.systemui"  7ed11c2000 0
tgid 1670  "ndroid.systemui"  714db000 0
tgid 1670  "ndroid.systemui"  7eb5298000 0
tgid 1670  "ndroid.systemui"  7eca2a5000 0
tgid 1670  "ndroid.systemui"  7eb515f000 0
tgid 1670  "RenderThread"  7ea4f0f000 0
tgid 1670  "RenderThread"  7eaeb1c000 0
tgid 1670  "RenderThread"  7eaaf56000 0
tgid 1670  "RenderThread"  7ed133b000 0
tgid 1670  "RenderThread"  7eaaf52000 0
tgid 1670  "RenderThread"  7eaaed7000 0
tgid 1670  "RenderThread"  7eaec6d000 0
tgid 1670  "RenderThread"  7eca264000 0
tgid 1670  "RenderThread"  7eca4f1000 0
tgid 1670  "RenderThread"  7f28a43000 0
tgid 1670  "RenderThread"  7ed10c4000 0
tgid 1670  "RenderThread"  7ec4712000 0
tgid 1670  "RenderThread"  7eaeaf4000 0
tgid 1670  "RenderThread"  555555e000 0
tgid 1670  "RenderThread"  7ec4ace000 0
tgid 1670  "RenderThread"  7ed1186000 0
tgid 1670  "RenderThread"  7eb50fb000 0
tgid 1670  "RenderThread"  7eb50fc000 0
tgid 1670  "RenderThread"  7eb50fd000 0
tgid 1670  "RenderThread"  7eb50fe000 0
tgid 1670  "RenderThread"  7eb53cd000 0
tgid 1670  "RenderThread"  7eb5050000 0
tgid 1670  "RenderThread"  7ec4bbe000 0
tgid 1670  "RenderThread"  7eb5387000 0
tgid 1670  "RenderThread"  7eb53c2000 0
tgid 1670  "RenderThread"  7f28a36000 0
tgid 1670  "RenderThread"  7eb535f000 0
tgid 1670  "RenderThread"  7eab187000 0
tgid 1670  "RenderThread"  7fbe25b000 0
tgid 1670  "RenderThread"  7eb5456000 0
tgid 1670  "RenderThread"  7eb524a000 0
tgid 602  "Binder:602_3"  7fba61c000 0
tgid 602  "surfaceflinger"  7fbc209000 0
tgid 602  "surfaceflinger"  7fbe2b0000 0
tgid 602  "surfaceflinger"  7fb79e2000 0
tgid 2000  "RenderThread"  7ec69ea000 0
tgid 2000  "RenderThread"  7f2d611000 0
tgid 2000  "RenderThread"  7fbb190000 0
tgid 2000  "RenderThread"  7f2ac05000 0
tgid 1670  "ndroid.systemui"  7150f000 0
tgid 1670  "ndroid.systemui"  7f289ca000 0
tgid 1670  "ndroid.systemui"  714ec000 0
tgid 1670  "ndroid.systemui"  7ed11c1000 0
tgid 1670  "ndroid.systemui"  7f28a4f000 0
tgid 1670  "RenderThread"  7eca3c4000 0
tgid 1670  "RenderThread"  7f28ad8000 0
tgid 1670  "RenderThread"  7fbe1fd000 0
tgid 1670  "RenderThread"  7eaac27000 0
tgid 2000  "droid.launcher3"  714db000 0
tgid 2000  "RenderThread"  7f2ac02000 0
tgid 2000  "RenderThread"  7f2ac03000 0
tgid 2000  "RenderThread"  7f2ac04000 0
tgid 1670  "RenderThread"  7eb53b9000 0
tgid 1670  "RenderThread"  7eaaf55000 0
tgid 1670  "RenderThread"  7eca2bf000 0
tgid 1670  "RenderThread"  7ed1239000 0
tgid 1670  "RenderThread"  7eca1df000 0
tgid 1670  "RenderThread"  7eaec23000 0
tgid 1670  "RenderThread"  7eaac37000 0
tgid 1670  "RenderThread"  7eaac38000 0
tgid 1670  "RenderThread"  7ec4a6f000 0
tgid 1670  "RenderThread"  7f39849000 0
tgid 1670  "RenderThread"  7eaaea3000 0
tgid 1670  "RenderThread"  7ed10a2000 0
tgid 1670  "RenderThread"  7f28a6c000 0
tgid 1670  "RenderThread"  7f28985000 0
tgid 1670  "RenderThread"  7f28ab9000 0
tgid 1670  "RenderThread"  7eaaf7c000 0
tgid 1670  "RenderThread"  7ec4a53000 0
tgid 1670  "RenderThread"  7ed10a3000 0
tgid 1670  "RenderThread"  7ed12b4000 0
tgid 1670  "RenderThread"  7eb534b000 0
tgid 2000  "RenderThread"  7ec69f3000 0
tgid 2000  "RenderThread"  7ec69f4000 0
tgid 2000  "RenderThread"  7ec69f5000 0
tgid 1670  "ndroid.systemui"  714dd000 0
tgid 1670  "RenderThread"  7ed1122000 0
tgid 1670  "RenderThread"  7ec4a07000 0
tgid 1670  "RenderThread"  7ed1228000 0
tgid 1670  "RenderThread"  7eaec24000 0
tgid 1670  "RenderThread"  7f2d502000 0
tgid 1670  "RenderThread"  7ed1123000 0
tgid 1670  "RenderThread"  7ed1352000 0
tgid 1670  "RenderThread"  7eb5060000 0
tgid 1670  "RenderThread"  7eca2d2000 0
tgid 1670  "RenderThread"  7f28986000 0
tgid 1670  "RenderThread"  7fbe231000 0
tgid 1670  "RenderThread"  7ed118f000 0
tgid 2000  "RenderThread"  7f2ac06000 0
tgid 1670  "RenderThread"  7eab137000 0
tgid 1670  "RenderThread"  7eb532e000 0
tgid 1670  "RenderThread"  7eb5234000 0
tgid 1670  "RenderThread"  7eaafeb000 0
tgid 1670  "RenderThread"  7eaafec000 0
tgid 1670  "ndroid.systemui"  71510000 0
tgid 1670  "RenderThread"  7eca38b000 0
tgid 1670  "RenderThread"  7eb52e0000 0
tgid 1670  "RenderThread"  7ed10c3000 0
tgid 1670  "RenderThread"  7eaec25000 0
tgid 1670  "RenderThread"  7eaacb9000 0
tgid 2000  "droid.launcher3"  7fbc0f2000 0
tgid 2000  "droid.launcher3"  9d51f000 0
tgid 2000  "droid.launcher3"  9d4ba000 0
tgid 2000  "droid.launcher3"  9d4be000 0
tgid 2000  "droid.launcher3"  9d478000 0
tgid 2000  "droid.launcher3"  130ed000 0
tgid 2000  "droid.launcher3"  9d3fd000 0
tgid 2000  "droid.launcher3"  131f3000 0
tgid 2000  "droid.launcher3"  131f7000 0
tgid 2000  "droid.launcher3"  131f4000 0
tgid 2000  "droid.launcher3"  131f6000 0
tgid 2000  "droid.launcher3"  9d47d000 0
tgid 2000  "droid.launcher3"  7137c000 0
tgid 2000  "droid.launcher3"  71448000 0
tgid 2000  "droid.launcher3"  7ecc90d000 0
tgid 2000  "droid.launcher3"  7ecc90e000 0
tgid 2000  "droid.launcher3"  7fbdaec000 0
tgid 2000  "droid.launcher3"  7ecca08000 0
tgid 2000  "droid.launcher3"  7f28abe000 0
tgid 2000  "droid.launcher3"  7fbe229000 0
tgid 2000  "droid.launcher3"  7fbe1f5000 0
tgid 864  "logcatd"  7fbd870000 0
tgid 2000  "droid.launcher3"  7fb9d3e000 0
tgid 2000  "droid.launcher3"  7fb9cb5000 0
tgid 2000  "droid.launcher3"  9d38d000 0
tgid 2000  "droid.launcher3"  9d452000 0
tgid 2000  "droid.launcher3"  9d44d000 0
tgid 1670  "RenderThread"  7ed133c000 0
tgid 1670  "RenderThread"  7eca38c000 0
tgid 1670  "RenderThread"  7eb52e1000 0
tgid 2000  "droid.launcher3"  1304a000 0
tgid 2000  "droid.launcher3"  130c6000 0
tgid 2000  "droid.launcher3"  12ec0000 0
tgid 2000  "droid.launcher3"  12ec7000 0
tgid 2000  "droid.launcher3"  12cc8000 0
tgid 2000  "droid.launcher3"  12cc7000 0
tgid 1670  "RenderThread"  7ec4a7c000 0
tgid 1670  "RenderThread"  7ed119a000 0
tgid 1670  "RenderThread"  7ed109b000 0
tgid 1670  "RenderThread"  7ed1353000 0
tgid 1670  "RenderThread"  7f288a8000 0
tgid 816  "power@1.3-servi"  7fbd269000 0
tgid 826  "wifi_ext@1.0-se"  7fb9ab2000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f92000 0
tgid 826  "wifi_ext@1.0-se"  7fb9e28000 0
tgid 826  "wifi_ext@1.0-se"  7fbb449000 0
tgid 826  "wifi_ext@1.0-se"  7fba055000 0
tgid 826  "wifi_ext@1.0-se"  7fbb5e2000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f94000 0
tgid 1792  "Binder:1792_4"  7f28a57000 0
tgid 1333  "android.anim"  7f28ae1000 0
tgid 1333  "android.anim"  7f3985c000 0
tgid 2000  "Binder:2000_3"  7f289c5000 0
tgid 2000  "Binder:2000_3"  7f2deb0000 0
tgid 2000  "Binder:2000_3"  7f2deb1000 0
tgid 8232  "com.rovio.baba"  7eb856f000 0
tgid 8232  "com.rovio.baba"  7f398b1000 0
tgid 8232  "com.rovio.baba"  7fbe161000 0
tgid 12254  "gle.android.gms"  7fbdf62000 0
tgid 12254  "gle.android.gms"  7fb9fdb000 0
tgid 1333  "Binder:1333_1B"  7e5dbfd000 0
tgid 1333  "Binder:1333_1B"  7e5dbfe000 0
tgid 1333  "Binder:1333_1B"  7eb7fe9000 0
tgid 1333  "Binder:1333_1B"  7f2d45c000 0
tgid 1333  "Binder:1333_1B"  7e5dbfb000 0
tgid 1333  "Binder:1333_1B"  7e5dbfc000 0
tgid 1333  "Binder:1333_1B"  7e8583d000 0
tgid 1333  "Binder:1333_1B"  7e8583e000 0
tgid 1333  "Binder:1333_1B"  7e6fa93000 0
tgid 1333  "Binder:1333_1B"  7e5dbfa000 0
tgid 8232  "com.rovio.baba"  7fbdf62000 0
tgid 602  "Binder:602_3"  7fba710000 0
tgid 602  "Binder:602_3"  7fba654000 0
tgid 602  "Binder:602_3"  7fba653000 0
tgid 602  "Binder:602_3"  7fba711000 0
tgid 1333  "Binder:1333_1B"  7eb80fe000 0
tgid 1333  "Binder:1333_1B"  7e6fcb0000 0
tgid 1333  "Binder:1333_1B"  7eb80ea000 0
tgid 1333  "Binder:1333_1B"  7f2d4c1000 0
tgid 2000  "Binder:2000_3"  7f28a60000 0
tgid 2000  "Binder:2000_3"  7f28a62000 0
tgid 2000  "Binder:2000_3"  7f28a9e000 0
tgid 2000  "Binder:2000_3"  7f2deae000 0
tgid 2000  "Binder:2000_3"  7f31472000 0
tgid 2000  "Binder:2000_3"  7f2deaf000 0
tgid 2000  "Binder:2000_3"  7f28868000 0
tgid 2000  "Binder:2000_3"  7f28a25000 0
tgid 1333  "Binder:1333_9"  7eb8e26000 0
tgid 1333  "Binder:1333_9"  7eb6065000 0
tgid 1333  "Binder:1333_9"  7eb6066000 0
tgid 1333  "Binder:1333_9"  7f2d497000 0
tgid 1333  "Binder:1333_9"  7eb8d33000 0
tgid 1333  "Binder:1333_9"  7eb6063000 0
tgid 1333  "Binder:1333_9"  7eb6064000 0
tgid 1333  "Binder:1333_9"  7eb4da7000 0
tgid 1333  "Binder:1333_9"  7eb4da8000 0
tgid 1333  "Binder:1333_9"  7e6fe43000 0
tgid 1333  "Binder:1333_9"  7ed0be7000 0
tgid 1333  "Binder:1333_9"  7eb6062000 0
tgid 1333  "Binder:1333_10"  7eb4f39000 0
tgid 1333  "Binder:1333_10"  7e96471000 0
tgid 1333  "Binder:1333_10"  7e96472000 0
tgid 1333  "Binder:1333_10"  7eb6788000 0
tgid 1333  "Binder:1333_10"  7e69e5a000 0
tgid 1333  "Binder:1333_10"  7e9646f000 0
tgid 1333  "Binder:1333_10"  7e96470000 0
tgid 1333  "Binder:1333_10"  7e858bd000 0
tgid 1333  "Binder:1333_10"  7e858c4000 0
tgid 1333  "Binder:1333_10"  7e6fc12000 0
tgid 1333  "Binder:1333_10"  7e9646e000 0
tgid 1333  "Binder:1333_F"  7eb8f51000 0
tgid 1333  "Binder:1333_10"  7ed0d83000 0
tgid 1333  "Binder:1333_10"  7e69f28000 0
tgid 1333  "Binder:1333_10"  7e858be000 0
tgid 1333  "Binder:1333_10"  7e858c5000 0
tgid 1333  "Binder:1333_10"  7f39860000 0
tgid 1333  "Binder:1333_9"  7eb8281000 0
tgid 1333  "Binder:1333_9"  7eb81f7000 0
tgid 1333  "Binder:1333_9"  7eb4da9000 0
tgid 1333  "Binder:1333_16"  7e6a064000 0
tgid 1333  "Binder:1333_16"  7eb4ed3000 0
tgid 1670  "ScreenDecoratio"  714de000 0
tgid 1333  "Binder:1333_16"  7e8599d000 0
tgid 826  "wifi_ext@1.0-se"  7fba135000 0
tgid 826  "wifi_ext@1.0-se"  7fbb591000 0
tgid 826  "wifi_ext@1.0-se"  7fb9fac000 0
tgid 826  "wifi_ext@1.0-se"  7fb9a8f000 0
tgid 826  "wifi_ext@1.0-se"  7fb9faf000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f9f000 0
tgid 826  "wifi_ext@1.0-se"  7fbb417000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f9d000 0
tgid 809  "health@2.0-serv"  7fbd407000 0
tgid 809  "health@2.0-serv"  7fbdf2c000 0
tgid 809  "health@2.0-serv"  7fbd404000 0
tgid 809  "health@2.0-serv"  7fbd405000 0
tgid 809  "health@2.0-serv"  7fbd406000 0
tgid 2000  "droid.launcher3"  7ecc902000 0
tgid 2000  "droid.launcher3"  9d47e000 0
tgid 1333  "android.ui"  7e58d9e000 0
tgid 2000  "droid.launcher3"  9d40e000 0
tgid 2000  "droid.launcher3"  9d369000 0
tgid 2000  "droid.launcher3"  9d3f6000 0
tgid 2000  "droid.launcher3"  9d451000 0
tgid 2000  "droid.launcher3"  13041000 0
tgid 2000  "droid.launcher3"  9d3bd000 0
tgid 2000  "droid.launcher3"  9d3be000 0
tgid 2000  "droid.launcher3"  130f3000 0
tgid 2000  "droid.launcher3"  9d470000 0
tgid 2000  "droid.launcher3"  9d464000 0
tgid 2000  "droid.launcher3"  7ecc8b8000 0
tgid 2000  "droid.launcher3"  9d503000 0
tgid 2000  "droid.launcher3"  9d502000 0
tgid 1333  "Binder:1333_16"  7eb4ed5000 0
tgid 1333  "InputDispatcher"  7f2d623000 0
tgid 2000  "droid.launcher3"  130ea000 0
tgid 2000  "droid.launcher3"  9d3f7000 0
tgid 1333  "Binder:1333_16"  7e69e4a000 0
tgid 1670  "Binder:1670_9"  7f2d60c000 0
tgid 602  "Binder:602_1"  7fbbbff000 0
tgid 602  "Binder:602_1"  7fbbc00000 0
tgid 602  "Binder:602_1"  7fba62c000 0
tgid 602  "Binder:602_1"  7fba61e000 0
tgid 602  "Binder:602_1"  7fbe15e000 0
tgid 602  "Binder:602_1"  7fbe15f000 0
tgid 1670  "ScreenDecoratio"  71511000 0
tgid 1670  "ScreenDecoratio"  7151f000 0
tgid 2000  "droid.launcher3"  9d513000 0
tgid 2000  "droid.launcher3"  9d36d000 0
tgid 2000  "RenderThread"  7ec4f9a000 0
tgid 2000  "RenderThread"  7ec51a6000 0
tgid 1333  "Binder:1333_1"  7e859a7000 0
tgid 1333  "Binder:1333_1"  7fbe1eb000 0
tgid 1333  "Binder:1333_1"  7e6a067000 0
tgid 1333  "Binder:1333_1"  7e6a0b2000 0
tgid 1333  "Binder:1333_16"  7e69e4c000 0
tgid 1333  "Binder:1333_16"  7e69e4d000 0
tgid 1670  "ScreenDecoratio"  714fd000 0
tgid 2000  "RenderThread"  7f2abfc000 0
tgid 2000  "RenderThread"  7f2d5d2000 0
tgid 1333  "Binder:1333_8"  7eb8e05000 0
tgid 2000  "droid.launcher3"  7ecc934000 0
tgid 2000  "RenderThread"  7f2aafa000 0
tgid 2000  "RenderThread"  7fbb191000 0
tgid 2000  "RenderThread"  7f2ac08000 0
tgid 1333  "android.anim"  7e6a065000 0
tgid 1333  "Binder:1333_8"  7eb8e5f000 0
tgid 2000  "RenderThread"  7f2d4fe000 0
tgid 1333  "Binder:1333_8"  7eb8e60000 0
tgid 1333  "Binder:1333_8"  7eb8e62000 0
tgid 2000  "droid.launcher3"  7f3980b000 0
tgid 2000  "droid.launcher3"  9d477000 0
tgid 2000  "droid.launcher3"  13cd1000 0
tgid 1333  "Binder:1333_8"  7eb7fb1000 0
tgid 2000  "RenderThread"  7f2ac09000 0
tgid 1333  "Binder:1333_8"  7eb7fb2000 0
tgid 1333  "Binder:1333_8"  7eb7fb4000 0
tgid 1333  "Binder:1333_8"  7eb7fb5000 0
tgid 1333  "android.ui"  7e6fde3000 0
tgid 557  "logd.writer"  7fbbec1000 0
tgid 1333  "Binder:1333_8"  7eb7fba000 0
tgid 2000  "droid.launcher3"  9d3dd000 0
tgid 2000  "droid.launcher3"  9d4ab000 0
tgid 557  "logd.writer"  7fb419b000 0
tgid 557  "logd.writer"  7fb419c000 0
tgid 557  "logd.writer"  7fb419d000 0
tgid 2000  "RenderThread"  7f2d4ff000 0
tgid 1333  "ClientModeImpl"  7ed0d51000 0
tgid 826  "wifi_ext@1.0-se"  7fb9ab1000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f70000 0
tgid 826  "wifi_ext@1.0-se"  7fbb4b0000 0
tgid 826  "wifi_ext@1.0-se"  7fb9aa1000 0
tgid 826  "wifi_ext@1.0-se"  7fb9aa3000 0
tgid 826  "wifi_ext@1.0-se"  7fba0a5000 0
tgid 826  "wifi_ext@1.0-se"  7fb9aa4000 0
tgid 826  "wifi_ext@1.0-se"  7fbb472000 0
tgid 1670  "RenderThread"  7f3980f000 0
tgid 1333  "Binder:1333_9"  7f2d60f000 0
tgid 1333  "Binder:1333_9"  7f2d553000 0
tgid 1333  "Binder:1333_9"  7eb8f86000 0
tgid 1333  "Binder:1333_9"  7eb8f89000 0
tgid 1333  "Binder:1333_9"  7f2d546000 0
tgid 1333  "Binder:1333_9"  7eb8067000 0
tgid 1333  "Binder:1333_9"  7e58edc000 0
tgid 1333  "Binder:1333_9"  7eb819b000 0
tgid 1333  "Binder:1333_9"  7eb819c000 0
tgid 1333  "Binder:1333_9"  7e6f9d7000 0
tgid 1333  "Binder:1333_9"  7eb822d000 0
tgid 1333  "Binder:1333_9"  7eb8050000 0
tgid 1333  "Binder:1333_9"  7e6fe5f000 0
tgid 1333  "Binder:1333_9"  7eb80e2000 0
tgid 1333  "Binder:1333_9"  7eb80e3000 0
tgid 1333  "Binder:1333_9"  7e6fcc9000 0
tgid 1333  "Binder:1333_9"  7e6fcca000 0
tgid 1333  "Binder:1333_9"  7e6f9a0000 0
tgid 1333  "Binder:1333_9"  7e6f9a1000 0
tgid 602  "Binder:602_4"  7fb75cc000 0
tgid 602  "Binder:602_4"  7fb75cd000 0
tgid 1333  "Binder:1333_10"  7e60739000 0
tgid 1333  "Binder:1333_10"  7f28a3d000 0
tgid 1333  "Binder:1333_10"  7e85abe000 0
tgid 1333  "Binder:1333_10"  7e6a33a000 0
tgid 1333  "Binder:1333_10"  7ed0dc6000 0
tgid 1333  "Binder:1333_10"  7e85824000 0
tgid 602  "Binder:602_3"  7fba6b4000 0
tgid 602  "Binder:602_3"  7fba6b5000 0
tgid 1333  "Binder:1333_9"  7f2d58e000 0
tgid 1333  "Binder:1333_9"  7f2d58f000 0
tgid 1333  "Binder:1333_9"  7f2d584000 0
tgid 1333  "Binder:1333_9"  7eb81b3000 0
tgid 1333  "Binder:1333_9"  7eb81b4000 0
tgid 1333  "Binder:1333_9"  7e69fc6000 0
tgid 1333  "Binder:1333_9"  7e6fabb000 0
tgid 826  "wifi_ext@1.0-se"  7fbb41c000 0
tgid 826  "wifi_ext@1.0-se"  7fb9f96000 0
tgid 826  "wifi_ext@1.0-se"  7fbb4ae000 0
tgid 826  "wifi_ext@1.0-se"  7fbb41f000 0
tgid 826  "wifi_ext@1.0-se"  7fbb419000 0
tgid 1333  "ActivityManager"  7eb8014000 0
tgid 1333  "ActivityManager"  7eb8013000 0
tgid 1333  "ActivityManager"  7f2d4eb000 0
tgid 1333  "ActivityManager"  7f2d4ec000 0
tgid 826  "wifi_ext@1.0-se"  7fbb4e3000 0
tgid 826  "wifi_ext@1.0-se"  7fb9fa5000 0
tgid 826  "wifi_ext@1.0-se"  7fbb520000 0
tgid 826  "wifi_ext@1.0-se"  7fbb478000 0
tgid 826  "wifi_ext@1.0-se"  7fbb4e2000 0
tgid 826  "wifi_ext@1.0-se"  7fbb471000 0
tgid 826  "wifi_ext@1.0-se"  7fbb5b1000 0
tgid 826  "wifi_ext@1.0-se"  7fba0a0000 0
tgid 826  "wifi_ext@1.0-se"  7fbb41a000 0
tgid 1333  "Binder:1333_9"  7eb7fff000 0
tgid 1333  "Binder:1333_9"  7ed14ec000 0
tgid 1333  "Binder:1333_9"  7ed14ed000 0
tgid 1333  "Binder:1333_9"  13758000 0
tgid 1333  "Binder:1333_9"  7f20da2000 0
tgid 1333  "Binder:1333_9"  7ed14ee000 0
tgid 1333  "Binder:1333_9"  7f2d45d000 0
tgid 1333  "Binder:1333_9"  7f2d45e000 0
tgid 1333  "Binder:1333_9"  13751000 0
tgid 1333  "Binder:1333_9"  13add000 0
tgid 1333  "Binder:1333_9"  14c5c000 0
tgid 1333  "Binder:1333_9"  75b50000 0
tgid 1333  "Binder:1333_9"  75b52000 0
tgid 1333  "android.display"  7f231e7000 0
tgid 1333  "android.display"  9d3d1000 0
tgid 1333  "Binder:1333_9"  75b53000 0
tgid 1333  "Binder:1333_9"  14c61000 0
tgid 1333  "Binder:1333_9"  13b17000 0
tgid 1333  "Binder:1333_9"  7f2adc8000 0
tgid 1333  "Binder:1333_9"  9d4cc000 0
tgid 1333  "Binder:1333_9"  7f231e1000 0
tgid 1333  "Binder:1333_9"  7f2108e000 0
tgid 1333  "Binder:1333_9"  136d8000 0
tgid 1333  "Binder:1333_9"  14c82000 0
tgid 1333  "Binder:1333_9"  7fbc1fe000 0
tgid 1333  "Binder:1333_9"  7eb81bf000 0
tgid 1333  "Binder:1333_9"  7e6fa38000 0
